Dealer ID|Address1|Address2|City|State|Zip|Email|Last Modified Date|VIN|Year|Make|Model|Trim|Drive Type|Transmission Type|Stock Number|Interior Type|Interior Color|Exterior Color|Cylinders|Cost|Wholesale|Retail|Mileage|Purchase Date|Video URL|Body Type|Engine|MPG City|MPG Highway|New / Used|MSRP|Certified Pre Owned|Image Last Modified Date|Images|Comments And Default Sellers Notes|Options
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/21/2013 3:58:31 PM|JACDJ58X4X7929542|1999|Isuzu|Trooper|S|4WD|Automatic|929542|||CREME|6|3500|4995|5995|110389|8/30/2013 12:00:00 AM|http://www.youtube.com/watch?v=uvyEWJ6ouEk|Sedan|3.5L|15|19|Used|0|False|11/21/2013 3:58:31 PM|http://imagescdn.dealercarsearch.com/Media/5555/3429383/635206463113509860.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766366699935.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766370450103.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766372168930.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766372950215.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766373887757.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766376231612.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766377950439.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766379044238.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766379825523.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766380763065.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766381388093.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766382013121.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766382638149.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766384044462.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766384982004.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3429383/635140766375137813.jpg|null Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Bucket Seats,Cassette,CD Changer,Cruise Control,Luggage Rack,Power Steering,Power Windows
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/21/2013 3:58:31 PM|1GNEK13T9YJ118749|2000|Chevrolet|Tahoe|LS|4WD|Automatic|118749T|||GREY|8|3400|5995|5995|213848|10/29/2013 12:00:00 AM|http://www.youtube.com/watch?v=Wqr0JXrCBZ8|Sedan|5.3L|14|18|Used||False|11/21/2013 3:58:31 PM|http://imagescdn.dealercarsearch.com/Media/5555/3687577/635206463113509860.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860917131523.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860917912818.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860918537854.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860919162890.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860919787926.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860920725480.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860921975552.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860923694401.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860925100732.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860925725768.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860926350804.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860926975840.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860921350516.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3687577/635189860927600876.jpg| Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Driver Air Bag,Passenger Air Bag,Front Side Air Bag,A/C,Rear A/C,Security System,AM/FM Stereo,CD Player,ABS,Cruise Control,Four Wheel Drive,Power Door Locks,Heated Mirrors,Cloth Seats,Split Bench Seat,Power Steering,Adjustable Steering Wheel,Aluminum Wheels,Power Windows,A/T,Premium Sound System,Privacy Glass,Engine Immobilizer,Luggage Rack,Tow Hooks,Rear Bench Seat,Cassette,Sun/Moonroof
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/21/2013 3:58:31 PM|JT2AT86F5N0081972|1992|Toyota|Celica|ST 25th Anniversary|FWD|Automatic|081972|Cloth     |Sand|TAN|4|3450|4995|4995|164213|8/31/2013 12:00:00 AM|http://www.youtube.com/watch?v=FxycySCS_c0|Coupe|1.6L|24|31|Used||False|11/21/2013 3:58:31 PM|http://imagescdn.dealercarsearch.com/Media/5555/3434896/635206463113509860.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769498402729.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769499184014.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769501059098.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769501684126.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769502621668.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769504653009.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769505590551.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769506215579.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769506840607.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769507621892.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769508090663.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769508715691.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769510278261.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769511372060.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3434896/635140769503871724.jpg|null Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Bucket Seats,Power Steering,Cassette,Cruise Control
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/21/2013 3:58:31 PM|2G1WT57K291325300|2009|Chevrolet|Impala|3.5L LT|FWD|Automatic|325300|||RED|6|8800|10995|10995|92977|10/26/2013 12:00:00 AM|http://www.youtube.com/watch?v=1W0Z08VY0kY|Sedan|3.5L|18|29|Used||False|11/21/2013 3:58:31 PM|http://imagescdn.dealercarsearch.com/Media/5555/3676822/635206463114291110.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335325672945.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335326454240.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335328173089.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335328798125.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335329423161.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335330204456.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335332079564.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335332860859.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335333798413.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335334579708.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335331454528.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3676822/635188335330829492.jpg| Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Driver Air Bag,Passenger Air Bag,Front Side Air Bag,Front Head Air Bag,Rear Head Air Bag,Multi-Zone A/C,A/C,AM/FM Stereo,ABS,Cruise Control,Front Wheel Drive,Power Door Locks,Power Driver Seat,Cloth Seats,Bucket Seats,Power Steering,Adjustable Steering Wheel,Traction Control,Aluminum Wheels,Power Windows,A/T,Satellite Radio,MP3 Player,Engine Immobilizer,Telematics,Auxiliary Audio Input,Rear Bench Seat,Passenger Air Bag Sensor
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/21/2013 3:58:31 PM|1FMEU73E17UB68240|2007|Ford|Explorer|V6 XLT|4WD|Automatic|B68240|||TAN|6|9700|11995|11995|98313|11/4/2013 12:00:00 AM|http://www.youtube.com/watch?v=yKdQfVhK8As|Sedan|4.0L|15|20|Used||False|11/21/2013 3:58:31 PM|http://imagescdn.dealercarsearch.com/Media/5555/3710491/635206463113822360.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528921306161.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528922710179.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528925050209.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528926298225.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528928014247.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528930354277.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528932850309.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528934098325.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528936750359.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528937686371.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528938466381.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528939558395.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528940338405.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528940962413.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528941742423.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528931290289.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3710491/635192528929106261.jpg| Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Driver Air Bag,Passenger Air Bag,Front Side Air Bag,A/C,AM/FM Stereo,CD Player,ABS,Cruise Control,Four Wheel Drive,Power Door Locks,Cloth Seats,Bucket Seats,Power Steering,Adjustable Steering Wheel,Traction Control,Aluminum Wheels,Power Windows,A/T,MP3 Player,Privacy Glass,Engine Immobilizer,Tow Hitch,Auxiliary Audio Input,Rear Bench Seat,Passenger Air Bag Sensor,Front Head Air Bag,Rear A/C,CD Changer
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/21/2013 3:58:42 PM|2MEFM75W52X627249|2002|Mercury|Grand Marquis|LS Premium|RWD|Automatic|627249|||SILVER|8|2600|4995|4995|189789|11/9/2013 12:00:00 AM|http://www.youtube.com/watch?v=xPikj7vFOK0|Sedan|4.6L|17|25|Used||False|11/21/2013 3:58:42 PM|http://imagescdn.dealercarsearch.com/Media/5555/3734499/635206463215853610.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134827445970.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134828383524.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134829477337.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134830414891.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134831039927.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134832446258.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134833071294.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134833540071.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134833852589.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134834477625.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134835258920.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134838384100.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134832758776.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134839165395.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3734499/635201134831664963.jpg| Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Driver Air Bag,Passenger Air Bag,Climate Control,A/C,AM/FM Stereo,Cassette,ABS,Cruise Control,Rear Wheel Drive,Power Door Locks,Heated Mirrors,Power Driver Seat,Power Passenger Seat,Cloth Seats,Split Bench Seat,Power Steering,Adjustable Steering Wheel,Traction Control,Aluminum Wheels,Power Windows,A/T,Engine Immobilizer,Passenger Air Bag Sensor,CD Changer,CD Player,Leather Seats,Driver Air Bag,Passenger Air Bag
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/21/2013 3:58:42 PM|3G5DA03L06S556273|2006|Buick|Rendezvous|FWD|FWD|Automatic|556273|||Tan|6|5475|6995|6995|132225|6/3/2013 12:00:00 AM|http://www.youtube.com/watch?v=AtTvlMreHZM|Sedan|3.5L|18|26|Used|0|False|11/21/2013 3:58:42 PM|http://imagescdn.dealercarsearch.com/Media/5555/3095462/635206463215853610.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777941289051.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777942070386.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777942695454.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777943164255.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777943633056.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777944258124.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777945195726.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777945820794.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777946445862.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777946914663.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777947695998.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777948008532.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3095462/635070777948477333.jpg|3RD ROW LEATHER DVD REAR AIRNON SMOKER OWNED EXTRA CLEANGREAT MPG 24+ HWY CERTIFIED FOR UP TO 3YRSOR 36000 MILES IF YOU WERE LOOKING AT FORD DODGEAND CHEVROLET YOU WONT BELIEVE HOW NICE THIS IS GLOBE AUTO SALES 5705 BARDSTOWN RD LOUISVILLE KY 40291 502-386-3157 Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Cassette,CD Changer,Cruise Control,Power Steering,Power Windows,Steel Wheels
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/21/2013 3:58:42 PM|2G1WT58N881255647|2008|Chevrolet|Impala|3.5L LT|FWD|Automatic|255647|Leather   |Charcoal|WHITE|6|8450|10995|10995|105999|11/7/2013 12:00:00 AM|http://www.youtube.com/watch?v=xJgxlE3NjTc|Sedan|3.5L|18|29|Used|0|False|11/21/2013 3:58:42 PM|http://imagescdn.dealercarsearch.com/Media/5555/3725916/635206463215853610.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860836551380.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860835927384.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860837175376.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860837799372.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860840763353.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860841231350.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860841699347.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860842791340.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860843415336.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860844507329.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860846223318.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860846847314.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860840139357.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3725916/635197860839047364.jpg|LEATHER SUNROOF ON-STAR* CHROME WHEELS GLOBE AUTO SALES 5705 BARDSTOWN RD LOUISVILLE KY 40291 502-386-3157 Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Air Conditioning,Alarm System,AM/FM,Anti-Lock Brakes,Automatic Climate Control,Automatic Headlights,Bucket Seats,Cargo Net,CD,Child Safety Door Locks,Chrome Wheels,Cruise Control,Daytime Running Lights,Driver Airbag,Driver Multi-Adjustable Power Seat,Electrochromic Exterior Rearview Mirror,Extra Keys,Fog Lights,Front Power Lumbar Support,Front Power Memory Seat,Front Side Airbag,Front Side Airbag with Head Protection,Full Size Spare Tire,Handsfree Wireless,Heated Exterior Mirror,Heated Seats,High Intensity Discharge Headlights,Interval Wipers,Keyless Entry,Leather Seats,Leather Steering Wheel,MP3 CD Player,On-Star,Owners Manual,Passenger Airbag,Power Brakes,Power Locks,Power Mirrors,Power Seats,Power Steering,Power Trunk Lid,Power Windows,Rear Defroster,Satellite Radio,Side Head Curtain Airbag,Sun Roof,Tachometer,Tilt Wheel,Tinted Windows,Tire Pressure Monitor,Traction Control,Trip Computer,Trunk Anti-Trap Device,Voice Activated Telephone,A/C,A/T,ABS,Adjustable Steering Wheel,Aluminum Wheels,AM/FM Stereo,Auxiliary Audio Input,CD Player,Cloth Seats,Driver Air Bag,Engine Immobilizer,Front Head Air Bag,Front Wheel Drive,MP3 Player,Multi-Zone A/C,Passenger Air Bag,Power Door Locks,Power Driver Seat,Power Passenger Seat,Rear Bench Seat,Rear Head Air Bag,Sun/Moonroof,Telematics
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/21/2013 3:58:42 PM|WAUCB28D5XA319275|1999|Audi|A4|1.8L MANUAL QUA|AWD|Manual|319275|||Black|4|2600|4995|4995|195989|9/7/2013 12:00:00 AM||Sedan|1.8L|18|27|Used|0|False|11/21/2013 3:58:42 PM|http://imagescdn.dealercarsearch.com/Media/5555/3462094/635206463215853610.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3462094/635146842851056959.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3462094/635146842852463281.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3462094/635146842855275925.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3462094/635146842857932311.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3462094/635146842859651149.jpg,http://imagescdn.dealercarsearch.com/Media/5555/3462094/635146842861526245.jpg|DRIVES LIKE A DREAM VERY NICE DEPENDABLE CAR LEATHER SUNROOF GREAT MPGGLOBE AUTO SALES 5705 BARDSTOWN RD LOUISVILLE KY 40291 502-386-3157 IF YOUR LOOKING FOR A VW  VOLKSWAGON  BMW  ACURA  LEXUS  TOYOTA  HONDACHECK THIS CAR OUT Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Bucket Seats,Cassette,CD Changer,Cruise Control,Power Steering,Power Windows,Traction Control
5555|5705 Bardstown Rd.||Louisville|KY|40291|jharold673@gmail.com|11/22/2013 10:10:12 AM|2C8GM68424R633378|2004|Chrysler|Pacifica|2004.5 WGN FWD|FWD|Automatic|633378|||BLUE|6|6100|8995|8995|114150|11/11/2013 12:00:00 AM||Sedan|3.5L|17|23|Used||False||| Visit Globe Auto Sales online at www.globeautosonline.com to see more pictures of this vehicle or call us at 502-708-2886 today to schedule your test drive.|Driver Air Bag,Passenger Air Bag,Climate Control,Multi-Zone A/C,A/C,Security System,AM/FM Stereo,CD Player,ABS,Cruise Control,Front Wheel Drive,Power Door Locks,Heated Mirrors,3rd Row Seat,Power Driver Seat,Power Passenger Seat,Cloth Seats,Bucket Seats,Power Steering,Adjustable Steering Wheel,Aluminum Wheels,Power Windows,A/T,Premium Sound System,Air Suspension,Privacy Glass,Engine Immobilizer,Rear Bench Seat
